Usuario,Nombre,Fecha,Texto,Tipo,Likes,Retweets,Comentarios,Citas,Enlace,ImÃ¡genes,Videos,GIFs
@GobSanNicolas,Gobierno de San NicolÃ¡s,"Jun 21, 2024 Â· 4:26 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundaciÃ³n media las puentes cristina larralde inundaciÃ³n media juan pablo ii cristina larralde y san nicolÃ¡s inundaciÃ³n media av manuel l barragÃ¡n desde sendero hasta fidel vzz inundaciÃ³n media,No se relaciona,5,3,1,0,https://twitter.com/GobSanNicolas/status/1804007885401141714#m,,,
@GobSanNicolas,Gobierno de San NicolÃ¡s,"Jun 21, 2024 Â· 4:25 AM UTC",cÃ³mo va el arroyo arroyo topo chico universidad cristina larralde cristina larralde juventud con desborde cristina larralde las puentes cristina larralde juan pablo ii copan,Inundación,2,0,2,0,https://twitter.com/GobSanNicolas/status/1804007806221050105#m,,,
@GobSanNicolas,Gobierno de San NicolÃ¡s,"Jun 21, 2024 Â· 4:11 AM UTC",intensidad de lluvia por regiÃ³n zona poniente moderadaconstante zona centro moderadaconstante zona oriente moderadaconstante,Lluvia,0,1,0,0,https://twitter.com/GobSanNicolas/status/1804004230434304190#m,,,
@GobSanNicolas,Gobierno de San NicolÃ¡s,"Jun 21, 2024 Â· 2:38 AM UTC",av universidad tapia a la altura de estaciÃ³n del metro tapia inundaciÃ³n media arroyo la talaverana a la altura de la col blas chumacera y talaverana inundaciÃ³n media,No se relaciona,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980752251420706#m,,,
@GobSanNicolas,Gobierno de San NicolÃ¡s,"Jun 21, 2024 Â· 2:38 AM UTC",juan pablo ii cristina larralde y san nicolÃ¡s inundaciÃ³n media av manuel l barragÃ¡n desde sendero hasta fidel vzz inundaciÃ³n media av lÃ³pez mateos en sus cruces con privada lÃ³pez mateos y fundidores inundaciÃ³n media,No se relaciona,3,3,0,0,https://twitter.com/GobSanNicolas/status/1803980707024273897#m,,,
@GobSanNicolas,Gobierno de San NicolÃ¡s,"Jun 21, 2024 Â· 2:37 AM UTC",cruces en zonas de riesgo juan pablo ii cristina larralde inundaciÃ³n media las puentes cristina larralde inundaciÃ³n media,No se relaciona,2,3,0,0,https://twitter.com/GobSanNicolas/status/1803980632915071025#m,,,
@PortalElPunto,Portal El Punto,"Jun 21, 2024 Â· 3:41 AM UTC",realiza carlosrdzcade recorridos de ayuda por fuertes lluvias,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803996750245491157#m,['https://pbs.twimg.com/media/GQkVe04XkAAIG7X.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 21, 2024 Â· 3:40 AM UTC",realiza gobescobedo cierres viales por lluvia,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803996287114568049#m,['https://pbs.twimg.com/media/GQkVDycWMAENjTY.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 21, 2024 Â· 3:34 AM UTC",evita nueva infraestructura pluvial inundaciones en mtygob colosioriojas,Inundación,0,0,0,0,https://twitter.com/PortalElPunto/status/1803994803115323582#m,['https://pbs.twimg.com/media/GQkTtfYWwAE000L.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 21, 2024 Â· 3:32 AM UTC",en segundo da de lluvias policÃ­a de mtygob brinda apoyo a ciudadanos colosioriojas,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803994275064988151#m,['https://pbs.twimg.com/media/GQkTOzWXMAAeHFg.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 11:48 PM UTC",totalmente inundada es como esta en estos momentos la casasorteotec tras las lluvias en nuevoleon por el paso de tormentatropical alberto,Lluvia,1,1,0,0,https://twitter.com/PortalElPunto/status/1803937987429867891#m,,['https://video.twimg.com/ext_tw_video/1803937954202562560/pu/pl/gt69T_xmuGJER6Wr.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 10:54 PM UTC",totalmente inundada es como esta en estos momentos la casasorteotec tras las lluvias en nuevoleon por el paso de tormentatropical alberto,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803924433524207726#m,,['https://video.twimg.com/ext_tw_video/1803924362984099840/pu/pl/LpvD8DGqrYAUDxes.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 10:54 PM UTC",debido a las lluvias el rioramos en allendenl se desborda dejando incomunicados a varios ranchos y comunidades de la zona tormentatropical alberto quedateencasa,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803924420844560639#m,,['https://video.twimg.com/ext_tw_video/1803924349700698113/pu/pl/Oxo6pGgRMQ1MnA3t.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 9:17 PM UTC",asÃ­ luce el interior inundado de la casasorteotec con valor de mÃ¡s de mdp esto por las lluvias de tormentatropical alberto quedateencasa,Lluvia,1,0,0,0,https://twitter.com/PortalElPunto/status/1803899896925196493#m,,['https://video.twimg.com/ext_tw_video/1803899691093897216/pu/pl/M1MGGXwb2kKtxblA.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 8:42 PM UTC",realiza transito de mtygob cierres viales por lluvias,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803891301709983911#m,['https://pbs.twimg.com/media/GQi1ihTW0AAC3YG.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 3:12 PM UTC",reportan usuarios de redes sociales la creciente de caÃ­da de agua proveniente de la zona de la huasteca en santa catarina quÃ© se conduce por el rÃ­o del mismo nombre por las lluvias de tormentatropical alberto,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803808239156351092#m,,['https://video.twimg.com/ext_tw_video/1803808081530236928/pu/pl/fqS3we90fUbhzpOM.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 5:49 AM UTC",brindan apoyo a ciudadanos varados por las lluvias oficiales de la policÃ­a de mtygob por instrucciÃ³n del alcalde colosioriojas brindaron apoyo a ciudadanos que se encontraba varados frente a la alameda mariano escobedo ante la cancelaciÃ³n del transporte urbano,Lluvia,2,0,0,0,https://twitter.com/PortalElPunto/status/1803666508901491155#m,,['https://video.twimg.com/ext_tw_video/1803666459928743936/pu/pl/lRSrKnVELXG0WmB7.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 5:47 AM UTC",realiza pcmty el cierre del vado ubicado en constituciÃ³n y la calle padre mier debido a inundaciones en la zona por las lluvias de tormentatropical alberto,Inundación,0,0,0,0,https://twitter.com/PortalElPunto/status/1803666055073595424#m,,['https://video.twimg.com/ext_tw_video/1803595021477695488/pu/pl/Tyhdt7aXKb5OGB6g.m3u8?tag=12'],
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 4:50 AM UTC",se mantiene gobescobedo vigilante ante lluvias,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803651613493448884#m,['https://pbs.twimg.com/media/GQfblONXYAE2EAC.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 4:39 AM UTC",se mantiene gobsannicolas alerta por presencia de lluvias danielcarrillo lilyolivaresc nancyolguin mauroguerranl chaledelafuente,Lluvia,4,2,0,0,https://twitter.com/PortalElPunto/status/1803648797148405944#m,['https://pbs.twimg.com/media/GQfX--gXAAACQvc.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 4:07 AM UTC",despliega mtygob toda su fuerza operativa y tecnolÃ³gica ante fuertes lluvias colosioriojas,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803640812808417287#m,['https://pbs.twimg.com/media/GQfRwQkWUAAW7Ka.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 20, 2024 Â· 4:05 AM UTC",despliegan operativo preventivo ante lluvias en municipiodegpe,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1803640410230722804#m,['https://pbs.twimg.com/media/GQfRYZgXkAEAq3S.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 18, 2024 Â· 12:02 AM UTC",se alista apodacaoficial ante llegada de fuertes lluvias,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1802854482797097459#m,['https://pbs.twimg.com/media/GQUGlmmWIAEoF9Y.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 17, 2024 Â· 11:47 PM UTC",se declara gobescobedo listo ante la llegada de fuertes lluvias,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1802850658552295875#m,['https://pbs.twimg.com/media/GQUDHhhWgAA9Fac.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 17, 2024 Â· 11:41 PM UTC",se alista gobsannicolas ante pronostico de lluvias danielcarrillo lilyolivaresc nancyolguinsn chaledelafuente mauroguerranl,Lluvia,12,4,1,0,https://twitter.com/PortalElPunto/status/1802849009901654356#m,['https://pbs.twimg.com/media/GQUBnhgXMAAzSQ8.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 17, 2024 Â· 11:29 PM UTC",activa municipiodegpe operativo preventivo ante lluvias,Lluvia,3,0,0,0,https://twitter.com/PortalElPunto/status/1802846154465706238#m,['https://pbs.twimg.com/media/GQT_BRpXIAAHGKa.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 17, 2024 Â· 1:25 AM UTC",activa mtygob su consejo municipal de protecciÃ³n civil ante pronÃ³stico de lluvias colosioriojas,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1802512987481088483#m,['https://pbs.twimg.com/media/GQPQAghWcAAvmN0.jpg'],,
@PortalElPunto,Portal El Punto,"Jun 17, 2024 Â· 1:21 AM UTC",se prepara apodacaoficial ante llegada de fuertes lluvias y advierte a la ciudadanÃ­a sobre riesgos,Lluvia,0,0,0,0,https://twitter.com/PortalElPunto/status/1802511743442125144#m,['https://pbs.twimg.com/media/GQPO4ApXsAEfscU.jpg'],,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 Â· 2:51 AM UTC",cierres a la vialidad por inundaciones zona centro aramberri y de noviembre debido a postes de cfe derribados,Inundación,7,1,0,0,https://twitter.com/mtygob/status/1803984066896891927#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 Â· 2:51 AM UTC",cierres a la vialidad por inundaciones zona centro conchello y san nicolas ruiz cortines y conchello constituciÃ³n carriles ordinarios y dr coss constituciÃ³n carriles ordinarios y padre mier carriles express de las avenidas moroes prieto y constituciÃ³n,Inundación,9,2,2,0,https://twitter.com/mtygob/status/1803984061037449586#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 Â· 2:51 AM UTC",cierres a la vialidad por inundaciones hasta el momento zona norte rodrigo gomez y prÃ³ceres diaz ordaz y aaron saenz clouthier y aaron saenz almazan y zaragoza por desgaje del cerro,Inundación,5,0,3,0,https://twitter.com/mtygob/status/1803984056599875602#m,,,
@mtygob,Gobierno Monterrey,"Jun 21, 2024 Â· 2:51 AM UTC",cierres a la vialidad por inundaciones hasta el momento zona sur camino al mirador y lazaro cardenas parque canoas antiguo camino a villa de santiago y avenida la hacienda antiguo camino a villa de santiago y santa anita,Inundación,70,15,1,0,https://twitter.com/mtygob/status/1803983994243158135#m,,,
@mtygob,Gobierno Monterrey,"Jun 20, 2024 Â· 6:00 PM UTC",en este momento compaÃ±eros de pcmty se encuentran atendiendo el reporte de deslave del carril express en av constituciÃ³n y av venustiano carranza se pide a la ciudadanÃ­a evitar circular por la zona y extremar precauciones,No se relaciona,373,88,10,9,https://twitter.com/mtygob/status/1803850344562331887#m,['https://pbs.twimg.com/media/GQiQUTfakAM9eIc.jpg'],,
@mtygob,Gobierno Monterrey,"Jun 20, 2024 Â· 5:33 PM UTC",durante el recorrido por los sistemas de amortiguamiento pluvial sap compaÃ±eros de la sismty comprobaron que gracias a que estos regulan el flujo de las corrientes de agua ayudan a evitar inundaciones en colonias que se veÃ­an afectadas por las lluvias,Inundación,49,8,1,0,https://twitter.com/mtygob/status/1803843588289339832#m,,['https://video.twimg.com/ext_tw_video/1803843392235003904/pu/pl/x8qw3ER3RaZj55Ur.m3u8?tag=12'],
@mtygob,Gobierno Monterrey,"Jun 20, 2024 Â· 5:21 PM UTC",compaÃ±eros de pcmty trÃ¡nsito y sspcmonterrey continÃºan con recorridos sobre las principales avenidas y puntos de riesgo cierres por inundaciÃ³n constituciÃ³n y dr coss constituciÃ³n y padre mier morones prieto y ayutla carriles ordinarios,No se relaciona,2,0,1,0,https://twitter.com/mtygob/status/1803840668651131089#m,,,
@ABCNoticiasMX,ABCNoticias.mx,"Jun 20, 2024 Â· 7:51 PM UTC",al corte de las pm asÃ­ va el nivel actual de las presas en nuevo leÃ³n tras las fuertes lluvias que ocasionÃ³ alberto fuente dr luis carlos alatorre director general del organismo de cuenca rio bravo de la conagua,Lluvia,49,16,10,4,https://twitter.com/ABCNoticiasMX/status/1803878338974581057#m,['https://pbs.twimg.com/media/GQipyP8WAAAj5hk.jpg'],,
@MauroMoralesMtz,Mauro Morales,"Jun 19, 2024 Â· 2:35 PM UTC",imagen de radar actual muestra las lluvias avanzando sobre texas girando por efecto del ciclÃ³n hacia nl llegarÃ¡n en las siguientes horas atento,Lluvia,425,57,8,1,https://twitter.com/MauroMoralesMtz/status/1803436494335648124#m,['https://pbs.twimg.com/media/GQcX7qPbwAAgr6q.jpg'],,
@gaby_lozoyag,Gaby Lozoya,"Jun 19, 2024 Â· 12:23 PM UTC",las lluvias comenzarÃ¡n a partir del mediodÃ­a para monterrey se espera llegue a tocar tierra las primeras horas del jueves por el sur de tamaulipas su amplia nubosidad mantiene lluvias para todo el noreste,Lluvia,204,23,17,0,https://twitter.com/gaby_lozoyag/status/1803403234263834646#m,['https://pbs.twimg.com/media/GQb5rwfWsAAgx2W.jpg'],,
@ZyntiaVanegas,Zyntia Vanegas,"Jun 19, 2024 Â· 12:26 PM UTC",en que municipio se encuentran aquÃ­ el nivel de riesgo que existe ante las lluvias canal y sky vix,Lluvia,74,7,15,0,https://twitter.com/ZyntiaVanegas/status/1803403901720211680#m,['https://pbs.twimg.com/media/GQb6SglXwAARM5L.jpg'],,
@ABCNoticiasMX,ABCNoticias.mx,"Jun 18, 2024 Â· 8:33 PM UTC",almomento uanl anuncia clases en lÃ­nea frente a racha de dÃ­as lluviosos maÃ±ana miÃ©rcoles se prevÃ© que inicien las lluvias en nuestra entidad y es posible que se registren encharcamientos e inundaciones,Inundación,11,4,2,0,https://twitter.com/ABCNoticiasMX/status/1803164090933620860#m,,,
@joluisgarcia,JosÃ© Luis GarcÃ­a C,"Jun 18, 2024 Â· 1:40 AM UTC",leo muchas opiniones divididas con el tema de suspensiÃ³n de clases por lluvias en nl ustedes quÃ© piensan,Lluvia,23,9,51,4,https://twitter.com/joluisgarcia/status/1802879044762861572#m,,,
@ZyntiaVanegas,Zyntia Vanegas,"Jun 17, 2024 Â· 1:42 PM UTC",asÃ­ las condiciones de lluvia para los prÃ³ximos dÃ­as,Lluvia,119,7,3,0,https://twitter.com/ZyntiaVanegas/status/1802698243601531318#m,['https://pbs.twimg.com/media/GQR4f5GWkAADYqe.jpg'],,
@visionmty1,visionmty,"Jun 20, 2024 Â· 10:11 PM UTC",entregaremos la casa en excelente estado tec de mty el tec de mty emitiÃ³ un comunicado luego de que se diera a conocer en rrss la inundaciÃ³n que sufriÃ³ la casa diÃ¡fana premio principal del sorteo que tendrÃ­a verificativo dentro de unos dias detalles,No se relaciona,2,4,1,0,https://twitter.com/visionmty1/status/1803913492908445884#m,"['https://pbs.twimg.com/media/GQjJsZfXIAAREAm.jpg', 'https://pbs.twimg.com/media/GQjJwOdWYAAwEYn.jpg', 'https://pbs.twimg.com/media/GQjJwOoWMAABM97.jpg', 'https://pbs.twimg.com/media/GQjJwOzWwAAExVS.jpg']",,
@visionmty1,visionmty,"Jun 20, 2024 Â· 8:31 PM UTC",cae arbol en vivienda las fuertes lluvias registradas en las Ãºltimas horas asÃ­ como el viento provocaron que un Ã¡rbol cayera sobre un automÃ³vil y una vivienda impidiendo la entrada o salida de sus propietarios detalles,Lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803888453240668293#m,"['https://pbs.twimg.com/media/GQiy8sPXcAE-dii.jpg', 'https://pbs.twimg.com/media/GQiy8sRXoAAxwHA.jpg']",,
@visionmty1,visionmty,"Jun 20, 2024 Â· 6:57 PM UTC",se inunda la casa diÃ¡fana del sorteo tec la casa del sorteo tec cuyo costo oscila en los millones de pesos se inundÃ³ esta maÃ±ana tras las fuertes y constantes lluvias registradas en el estado a consecuencia de la tormenta alberto detalles,Lluvia,21,6,0,1,https://twitter.com/visionmty1/status/1803864793666691479#m,,['https://video.twimg.com/ext_tw_video/1803864710250442752/pu/pl/GB1nApZ62NpRP06E.m3u8?tag=12'],
@visionmty1,visionmty,"Jun 20, 2024 Â· 3:52 PM UTC",se desborda rio santa catarina abriran compuertas de la boca las constantes lluvias registradas por la tormenta alberto ya ha provocado al desborde del rio santa catarina y ha provocado el cierre de varios tramos de la avenida morones prieto detalles,Inundación,1,1,0,0,https://twitter.com/visionmty1/status/1803818190281089404#m,['https://pbs.twimg.com/media/GQhzEzLWcAErcsK.jpg'],,
@visionmty1,visionmty,"Jun 20, 2024 Â· 4:24 AM UTC",establece samuel toque de queda el gobernador de nuevo leÃ³n samuel garcÃ­a anunciÃ³ esta noche lo que bien podrÃ­a catalogarse como toque de queda ante las lluvias esperadas para esta noche y maÃ±ana del jueves detalles,Lluvia,2,3,0,0,https://twitter.com/visionmty1/status/1803645005354979472#m,,['https://video.twimg.com/ext_tw_video/1803644975785111552/pu/pl/35cJ-o0Mj6BERvA3.m3u8?tag=12'],
@visionmty1,visionmty,"Jun 20, 2024 Â· 3:00 AM UTC",se registra derrumbe en la carretera libre a laredo como consecuencia de las intensas lluvias registradas este miÃ©rcoles se registrÃ³ un derrumbe a la altura del kilÃ³metro de la carretera libre a laredo a la altura del municipio de sabinas hidalgo,Lluvia,0,1,0,0,https://twitter.com/visionmty1/status/1803623848891277459#m,"['https://pbs.twimg.com/media/GQfCUP9XsAAunUB.jpg', 'https://pbs.twimg.com/media/GQfCUQBXgAAIo1i.jpg']",,
@visionmty1,visionmty,"Jun 20, 2024 Â· 1:53 AM UTC",no acatan indicaciones en garcia a pesar de las recomendaciones hechas por diferentes medios para evitar ponerse en riesgo y no obstante el fallecimiento de menores a causa de las lluvias otros menores fueron vistos en el arroyo de la col urbivilla en el municipio de garcÃ­a,Lluvia,1,0,0,0,https://twitter.com/visionmty1/status/1803607133801345080#m,['https://pbs.twimg.com/media/GQezIAsWoAAbcPh.jpg'],,
@visionmty1,visionmty,"Jun 20, 2024 Â· 1:39 AM UTC",se incrementa a el numero de fallecidos por lluvia dos menores de edad fallecieron electrocutados esta tarde en allende luego de que pasearan en bicicletas por la calle y al tocar un cable que sostenia un poste recibieron una descarga elÃ©ctrica mas,Lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803603573957107923#m,['https://pbs.twimg.com/media/GQevueYXoAA7srU.jpg'],,
@visionmty1,visionmty,"Jun 20, 2024 Â· 12:54 AM UTC",guarderÃ­as del imss si abrirÃ¡n maÃ±ana jueves a pesar de los pronÃ³sticos de lluvia para este miÃ©rcoles y el resto del fin de semana las guarderÃ­as del imss en la entidad si laborarÃ¡n de manera normal detalle,Lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803592139697234052#m,,,
@visionmty1,visionmty,"Jun 20, 2024 Â· 12:25 AM UTC",mas rutas de camiones anuncian suspensiÃ³n de operaciones mÃ¡s rutas de transporte urbano anunciaron la suspensiÃ³n de su servicio a partir de las pm debido a las lluvias registradas en todo el estado se recomienda tomar alternativas y las precauciones necesarias,Lluvia,1,1,0,0,https://twitter.com/visionmty1/status/1803584830476517838#m,['https://pbs.twimg.com/media/GQeez6uWsAAUivO.jpg'],,
@visionmty1,visionmty,"Jun 20, 2024 Â· 12:09 AM UTC",cerrarÃ¡n oficinas de agua y drenaje la paraestatal agua y drenaje de monterrey dio a conocer que sus oficinas comerciales permanecerÃ¡n cerradas el dÃ­a de maÃ±ana an te la presencia de las lluvias sin embargo los pagos podrÃ¡n hacerlo por medio de la aplicaciÃ³n,Lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803580834672173379#m,['https://pbs.twimg.com/media/GQebJAGWgAA6bg2.jpg'],,
@visionmty1,visionmty,"Jun 19, 2024 Â· 7:39 PM UTC",comienzan las lluvias en nuevo leon ante la llegada de la tormenta tropical alberto y los pronÃ³sticos ya dados en dÃ­as anteriores comienzan las lluvias en diferentes partes del estado pcnuevoleon dio algunas recomendaciones nota completa,Lluvia,0,0,0,0,https://twitter.com/visionmty1/status/1803512970107846938#m,['https://pbs.twimg.com/media/GQddT_gWMAAQWXN.jpg'],,
@visionmty1,visionmty,"Jun 10, 2024 Â· 3:29 PM UTC",atÃ³nitos energÃ­a contaminaciÃ³n agua para dÃ³nde vamos por stibaliz ruizurquijo estamos ante contingencias de todo contaminaciÃ³n agua apagones y la verdad tenemos que cuidar de nosotros mismos columna completa,No se relaciona,0,0,0,0,https://twitter.com/visionmty1/status/1800188599843119323#m,['https://pbs.twimg.com/media/GPuN-2QXQAAPtE5.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 Â· 3:21 AM UTC",niveles de las presas en nuevoleÃ³n de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,Lluvia,1302,200,41,21,https://twitter.com/LCAlatorre/status/1803991611027714464#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 Â· 2:44 AM UTC",como medida preventiva ante las lluvias que sigue generando alberto ahora como bajapresiÃ³n remanente a las h se incrementÃ³ la extracciÃ³n de ms a ms por vertedor controlado en la presa la boca se encuentra al de llenado con ingresos de ms,Lluvia,216,29,6,0,https://twitter.com/LCAlatorre/status/1803982361962385714#m,['https://pbs.twimg.com/media/GQkIZgSakAAqGcK.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 Â· 1:25 AM UTC",como medida preventiva ante las lluvias que genera la bajapresiÃ³n remanente de alberto a las hrs se incrementÃ³ la extracciÃ³n en la presa la boca pasando de ms a ms por vertedor controlado actualmente tiene un de llenado con ingresos de ms,Lluvia,144,29,3,1,https://twitter.com/LCAlatorre/status/1803962421326836063#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 21, 2024 Â· 12:28 AM UTC",niveles de las presas en nuevoleÃ³n de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,Lluvia,1098,162,38,14,https://twitter.com/LCAlatorre/status/1803947949983989973#m,['https://pbs.twimg.com/media/GQjpGb5akAE4gki.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 Â· 11:15 PM UTC",acumulados se lluvias tamaulipas nuevo leÃ³n y coahuila grandes diferencias en la distribucion espacial sobre el territorio indudablemente la sierra madre oriental es el factor determinante en la generaciÃ³n de lluvia somosconagua,Lluvia,155,41,7,3,https://twitter.com/LCAlatorre/status/1803929775515537530#m,['https://pbs.twimg.com/media/GQjYklMakAEjpuK.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 Â· 9:39 PM UTC",niveles de las presas en nuevoleÃ³n de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,Lluvia,1787,232,85,19,https://twitter.com/LCAlatorre/status/1803905509847671128#m,['https://pbs.twimg.com/media/GQjCf8FXIAAzruy.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 Â· 7:05 PM UTC",niveles de las presas en nuevoleÃ³n de junio de a las hrs presa la boca namo lluvias almacenamiento mm presa cerro prieto almacenamiento mm presa el cuchillo almacenamiento mm,Lluvia,518,100,41,3,https://twitter.com/LCAlatorre/status/1803866743389196299#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 20, 2024 Â· 5:46 PM UTC",equipo de emergencia de conagua apoyando con bombeo para mitigar los efectos de encharcamientos e inundaciones en diferentes partes de la zmm somosconagua,Inundación,117,21,3,0,https://twitter.com/LCAlatorre/status/1803846933456253127#m,,['https://video.twimg.com/ext_tw_video/1803846879400153088/pu/pl/ryBW0o4ZgDJwYHMe.m3u8?tag=12'],
@Conagua_OCRB,Conagua OCRB Mty,"Jun 20, 2024 Â· 2:29 PM UTC",corte de lluvias de las hrs del dÃ­a miÃ©rcoles de junio a las hrs del jueves de junio registradas en las estaciones automÃ¡ticas del ocrb,Lluvia,217,55,4,4,https://twitter.com/Conagua_OCRB/status/1803797371366621418#m,['https://pbs.twimg.com/media/GQhgJZVWMAA7qbG.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 Â· 7:25 PM UTC",se observan chubascos y lluvias fuertes en la imagen de radar de esta tarde en regiones de nuevoleÃ³n y tamaulipas,Lluvia,47,3,0,0,https://twitter.com/LCAlatorre/status/1803509553243496770#m,['https://pbs.twimg.com/media/GQdaYQPXQAAh_H9.jpg'],,
@conagua_clima,CONAGUA Clima,"Jun 19, 2024 Â· 2:05 PM UTC",se prevÃ©n lluvias torrenciales en coahuila hidalgo nuevoleÃ³n puebla querÃ©taro sanluispotosÃ­ tamaulipas y veracruz mÃ¡s informaciÃ³n en,Lluvia,208,52,5,2,https://twitter.com/conagua_clima/status/1803428910815911980#m,,,['https://video.twimg.com/tweet_video/GQcRBnKaIAIbRUJ.mp4']
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 Â· 1:33 PM UTC",hoy inicia el pronÃ³stico de lluvias junio pendientes presa la boca namo lluvias esc almacenamiento mm presa cerro prieto esc almacenamiento mm presa el cuchillo esc almacenamiento mm,Lluvia,293,74,9,6,https://twitter.com/LCAlatorre/status/1803420886902432101#m,,,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 19, 2024 Â· 1:00 PM UTC",aviso potencial ciclÃ³n tropical uno junio am nota empieza la jornadas de lluvias generalizadas a partir de la tarde de hoy pendientes y atentos somosconagua ocrb,Lluvia,19,4,0,0,https://twitter.com/LCAlatorre/status/1803412423090561492#m,['https://pbs.twimg.com/media/GQcCCpAXIAAVhiX.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 Â· 6:28 PM UTC",el potencialciclÃ³ntropical uno se localiza km al oestenoroeste de celestÃºn yucatÃ¡n y a km al estesureste de la pesca tamaulipas sus bandas nubosas mantendrÃ¡n lluvias de intensas a torrenciales mayor informaciÃ³n ensmnconaguagobmxespronos,Lluvia,15,3,0,0,https://twitter.com/LCAlatorre/status/1803132579018834364#m,['https://pbs.twimg.com/media/GQYDhPtaIAEFBr7.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 Â· 2:11 PM UTC",para hoy se prevÃ©n lluvias intensas en campeche chiapas oaxaca puebla quintanaroo tamaulipas veracruz y yucatÃ¡n mÃ¡s informaciÃ³n en gobmxconaguaprensa,Lluvia,7,1,0,0,https://twitter.com/LCAlatorre/status/1803068106425647142#m,['https://pbs.twimg.com/media/GQXI4yGWAAEgfQ0.jpg'],,
@LCAlatorre,Dr. Luis Carlos Alatorre,"Jun 18, 2024 Â· 1:20 PM UTC",registren estos niveles a ver como terminamos despuÃ©s de las lluvias tan esperadas presa la boca namo lluvias esc alm mm presa cerro prieto esc alm mm presa el cuchillo esc alm mm,Lluvia,573,170,35,4,https://twitter.com/LCAlatorre/status/1803055222891192427#m,,,
